disease	class	organ	symptom_concept	hpo
COACH Syndrome	Primary Ciliopathies	CNS	Nystagmus	HP:0000639
COACH Syndrome	Primary Ciliopathies	Renal	Renal cysts / cystic kidney	HP:0000107
COACH Syndrome	Primary Ciliopathies	Renal	Renal failure / ESRD / CKD	HP:0000083
COACH Syndrome	Primary Ciliopathies	Renal	Renal hypoplasia / dysplasia	HP:0000110
COACH Syndrome	Primary Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
COACH Syndrome	Primary Ciliopathies	Hematologic_Immune	Splenomegaly	HP:0001744
COACH Syndrome	Primary Ciliopathies	CNS	Strabismus	HP:0000486
Carpenter Syndrome	Primary Ciliopathies	CNS	Behavioural abnormality	HP:0000708
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Carpenter Syndrome	Primary Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Brachydactyly / short digits	HP:0001156
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Camptodactyly	HP:0012385
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Clinodactyly	HP:0030084
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Coarse facial features / abnormal facies	HP:0001606
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Coccyx / sacrum abnormality	HP:0008443
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Craniosynostosis	HP:0001363
Carpenter Syndrome	Primary Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
Carpenter Syndrome	Primary Ciliopathies	Reproductive	Delayed puberty / amenorrhea	HP:0000823
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Dental anomaly	HP:0000164
Carpenter Syndrome	Primary Ciliopathies	Cardiac	Dextrocardia / cardiac malposition	HP:0001651
Carpenter Syndrome	Primary Ciliopathies	Respiratory	Diaphragmatic abnormality	HP:0000776
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Epicanthal folds	HP:0000286
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Eyebrow / eyelash abnormality	HP:0000534
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000506
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0002007
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Carpenter Syndrome	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	High-arched / narrow palate	HP:0000218
Carpenter Syndrome	Primary Ciliopathies	Renal	Hydronephrosis	HP:0000126
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Carpenter Syndrome	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Carpenter Syndrome	Primary Ciliopathies	Eye	Iris / anterior chamber abnormality	HP:0000525
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Joint laxity / hypermobility	HP:0008156
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Malar flattening / abnormal cheek	HP:0000272
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000347
Carpenter Syndrome	Primary Ciliopathies	Reproductive	Micropenis	HP:0000054
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0011497
Carpenter Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Nipple abnormality	HP:0010783
Carpenter Syndrome	Primary Ciliopathies	Endocrine	Obesity / hyperphagia	HP:0001513
Carpenter Syndrome	Primary Ciliopathies	Eye	Optic nerve abnormality	HP:0000587
Carpenter Syndrome	Primary Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0001702
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Pectus deformity	HP:0000766
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Pelvic / iliac / acetabular abnormality	HP:0002644
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Phalangeal / metacarpal / metatarsal abnormality	HP:0009834
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Scoliosis / kyphosis / lordosis	HP:0002650
Carpenter Syndrome	Primary Ciliopathies	Reproductive	Scrotal / penile abnormality	HP:0000049
Carpenter Syndrome	Primary Ciliopathies	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Carpenter Syndrome	Primary Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Short stature / dwarfism	HP:0004322
Carpenter Syndrome	Primary Ciliopathies	Respiratory	Situs inversus / heterotaxy (organ-level)	HP:0001696; HP:0030853
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0002692
Carpenter Syndrome	Primary Ciliopathies	CNS	Spina bifida / neural tube defect	HP:0002414
Carpenter Syndrome	Primary Ciliopathies	Hematologic_Immune	Spleen abnormality (asplenia/polysplenia)	HP:0001743
Carpenter Syndrome	Primary Ciliopathies	Skeletal	Syndactyly / webbed digits	HP:0001159
Carpenter Syndrome	Primary Ciliopathies	Cardiac	Tetralogy of Fallot	HP:0001636
Carpenter Syndrome	Primary Ciliopathies	Craniofacial	Webbed neck / short neck	HP:0030183
Ciliary Monogenic Obesity	Tissue-restricted Ciliopathies	Skeletal	Bone age abnormality	HP:0005982
Ciliary Monogenic Obesity	Tissue-restricted Ciliopathies	Endocrine	Diabetes mellitus	HP:0000819
Ciliary Monogenic Obesity	Tissue-restricted Ciliopathies	Endocrine	Obesity / hyperphagia	HP:0001513
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Reproductive	Anhydramnios / oligohydramnios	HP:0001561
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Arthrogryposis / contractures	HP:0002804
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	GI_Abdominal	Ascites	HP:0001541
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Auditory canal / external ear (structural)	HP:0000400
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Bone fragility / fracture	HP:0002659; HP:0001642
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Bowed long bones	HP:0006487
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Cardiac	Cardiomegaly	HP:0001640
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Cardiac	Cardiomyopathy	HP:0001638
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	CNS	Cerebellar vermis hypoplasia/aplasia	HP:0001320
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0002007
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Renal	Hydronephrosis	HP:0000126
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Reproductive	Hydrops fetalis	HP:0001789
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Reproductive	Hypospadias	HP:0000047
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Vascular	Lymphedema / lymphatic abnormality	HP:0010880
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Metaphyseal abnormality	HP:0000944
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	CNS	Microcephaly	HP:0000252
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000347
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Reproductive	Micropenis	HP:0000054
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Nasal abnormality	HP:0000366
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Ossification abnormality	HP:0010674
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Osteopenia / osteoporosis	HP:0000938
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Respiratory	Pulmonary cyst / lung lesion (specific)	HP:0002202
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Rib abnormality (other)	HP:0000772
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0009826
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Short ribs / narrow thorax	HP:0000774
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0002652
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0002692
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Reproductive	Umbilical cord abnormality	HP:0010881
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	CNS	Ventricular enlargement	HP:0002119
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Skeletal	Vertebral / cervical abnormality	HP:0000925
Complex Lethal Osteochondrodysplasia	Tissue-restricted Ciliopathies	Craniofacial	Webbed neck / short neck	HP:0000465
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Abnormal ERG / electroretinogram	HP:0000512
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Abnormal OCT / autofluorescence	HP:0030453
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Bone-spicule retinal pigmentation	HP:0007737
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Cataract	HP:0000518
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Choriocapillaris / chorioretinal abnormality	HP:0008070
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Coloboma (ocular)	HP:0000589
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Cone dystrophy	HP:0000548
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Cone-rod dystrophy	HP:0000548
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	CNS	Constitutional symptom (catchall)	HP:0025142
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Skin_Hair_Nail	Hyperpigmentation / hypopigmentation	HP:0011355
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Macular dystrophy / abnormality	HP:0011505
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Microphthalmia / anophthalmia	HP:0009926
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	CNS	Nystagmus	HP:0000639
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Optic nerve abnormality	HP:0000587
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Photophobia / night blindness	HP:0007891
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Skeletal	Polydactyly	HP:0001162
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Refractive error	HP:0000539
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Retinal arteriolar attenuation	HP:0007843
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0000556
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Vascular	Vascular attenuation / abnormal vasculature	HP:0002597
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Visual field defect	HP:0000551
Cone-Rod Dystrophy	Tissue-restricted Ciliopathies	Eye	Visual impairment / blindness	HP:0000505
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Behavioural abnormality	HP:0000708
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Bitemporal narrowing	HP:0000341
Cornelia de Lange Syndrome	Secondary Diseases	Renal	Bladder / urinary tract abnormality	HP:0000014
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Brachydactyly / short digits	HP:0001156
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Bulbar dysfunction	HP:0001612
Cornelia de Lange Syndrome	Secondary Diseases	Cardiac	Cardiac defect (general / unspecified)	HP:0001627
Cornelia de Lange Syndrome	Secondary Diseases	Cardiac	Cardiomyopathy	HP:0001638
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Clinodactyly	HP:0030084
Cornelia de Lange Syndrome	Secondary Diseases	Reproductive	Cryptorchidism	HP:0000028
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Dental anomaly	HP:0000164
Cornelia de Lange Syndrome	Secondary Diseases	Respiratory	Diaphragmatic abnormality	HP:0000776
Cornelia de Lange Syndrome	Secondary Diseases	GI_Abdominal	Esophageal abnormality	HP:0002031
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Eyebrow / eyelash abnormality	HP:0000527
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Cornelia de Lange Syndrome	Secondary Diseases	Endocrine	Failure to thrive / growth retardation	HP:0001508
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Frontal bossing / abnormal forehead	HP:0000294
Cornelia de Lange Syndrome	Secondary Diseases	Renal	Glomerular abnormality	HP:0000095
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Hand / foot abnormality (general)	HP:0001167
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	High-arched / narrow palate	HP:0000218
Cornelia de Lange Syndrome	Secondary Diseases	Skin_Hair_Nail	Hirsutism	HP:0001007
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Holoprosencephaly	HP:0001360
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Hypertelorism	HP:0000316
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Hypertonia / spasticity	HP:0001276
Cornelia de Lange Syndrome	Secondary Diseases	Reproductive	Hypogonadism / hypogonadotropic hypogonadism	HP:0000044
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Hypotonia	HP:0001252
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Intellectual disability / developmental delay	HP:0001249
Cornelia de Lange Syndrome	Secondary Diseases	GI_Abdominal	Intestinal / GI structural anomaly	HP:0002021
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Joint laxity / hypermobility	HP:0001377
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Limb asymmetry / partial limb absence	HP:0009815
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Long philtrum / abnormal philtrum	HP:0000343
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Low-set / malformed ears	HP:0000356
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Microcephaly	HP:0000252
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Micrognathia / retrognathia	HP:0000347
Cornelia de Lange Syndrome	Secondary Diseases	Reproductive	Micropenis	HP:0000054
Cornelia de Lange Syndrome	Secondary Diseases	Cardiac	Mitral / tricuspid / valve abnormality	HP:0001654
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Nasal abnormality	HP:0000366
Cornelia de Lange Syndrome	Secondary Diseases	Skin_Hair_Nail	Nipple abnormality	HP:0010783
Cornelia de Lange Syndrome	Secondary Diseases	Endocrine	Obesity / hyperphagia	HP:0001513
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Pelvic / iliac / acetabular abnormality	HP:0002644
Cornelia de Lange Syndrome	Secondary Diseases	Respiratory	Recurrent respiratory infections / bronchiectasis	HP:0002090
Cornelia de Lange Syndrome	Secondary Diseases	Eye	Refractive error	HP:0000539
Cornelia de Lange Syndrome	Secondary Diseases	Renal	Renal cysts / cystic kidney	HP:0000107
Cornelia de Lange Syndrome	Secondary Diseases	Renal	Renal hypoplasia / dysplasia	HP:0000110
Cornelia de Lange Syndrome	Secondary Diseases	Reproductive	Scrotal / penile abnormality	HP:0000054
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Seizures / epilepsy	HP:0001250
Cornelia de Lange Syndrome	Secondary Diseases	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Cornelia de Lange Syndrome	Secondary Diseases	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Septum pellucidum abnormality	HP:0001331
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0003988
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Short stature / dwarfism	HP:0004322
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0100777
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Skull base / cranial vault abnormality	HP:0002692
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Speech / language abnormality	HP:0002463
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Syndactyly / webbed digits	HP:0001159
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Tongue abnormality	HP:0000157
Cornelia de Lange Syndrome	Secondary Diseases	Vascular	Vascular attenuation / abnormal vasculature	HP:0001052
Cornelia de Lange Syndrome	Secondary Diseases	CNS	Ventricular enlargement	HP:0002119
Cornelia de Lange Syndrome	Secondary Diseases	Skeletal	Vertebral / cervical abnormality	HP:0000925
Cornelia de Lange Syndrome	Secondary Diseases	Craniofacial	Webbed neck / short neck	HP:0000465
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Respiratory	Asthma	HP:0002099
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Auditory canal / external ear (structural)	HP:0000460
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	CNS	Behavioural abnormality	HP:0000708
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Bitemporal narrowing	HP:0000341
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hematologic_Immune	Bone marrow hypoplasia / pancytopenia	HP:0005528
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Brachydactyly / short digits	HP:0001156
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hepatic	Cholestasis / jaundice	HP:0001396
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Clavicular abnormality	HP:0000889
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Clinodactyly	HP:0030084
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Cone-shaped epiphyses	HP:0010580
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	CNS	Cortical malformation	HP:0007364
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Craniosynostosis	HP:0001363
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Vascular	Cystic hygroma	HP:0000476
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Dental anomaly	HP:0000164
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Epicanthal folds	HP:0000286
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Epiphyseal abnormality (other)	HP:0005930
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Eyebrow / eyelash abnormality	HP:0000534
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Frenulum / oral frenulum abnormality	HP:0000190
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0002007
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Renal	Glomerular abnormality	HP:0000095
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skin_Hair_Nail	Hair colour / texture abnormality	HP:0011362
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hepatic	Hepatic fibrosis / cirrhosis	HP:0001395
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hepatic	Hepatomegaly	HP:0002240
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	High-arched / narrow palate	HP:0000218
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Reproductive	Hydrops fetalis	HP:0001789
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Vascular	Hypertension (systemic)	HP:0000822
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Endocrine	Hypoglycaemia	HP:0002901
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001263
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Joint laxity / hypermobility	HP:0001388
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hepatic	Liver cysts	HP:0001407
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Long philtrum / abnormal philtrum	HP:0000343
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	CNS	Macrocephaly	HP:0000256
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Macrostomia / oral aperture abnormality	HP:0000233
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Malar flattening / abnormal cheek	HP:0000272
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000347
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skin_Hair_Nail	Milia / pitted skin	HP:0001816
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0000366
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	CNS	Nystagmus	HP:0000639
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Osteopenia / osteoporosis	HP:0000938
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0011608
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	GI_Abdominal	Pancreatic insufficiency / pancreatitis	HP:0001738; HP:0001733
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Pectus deformity	HP:0000766
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Phalangeal / metacarpal / metatarsal abnormality	HP:0009834
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Eye	Photophobia / night blindness	HP:0000613
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Reproductive	Polyhydramnios	HP:0001561
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Respiratory	Recurrent respiratory infections / bronchiectasis	HP:0002783
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Eye	Refractive error	HP:0000539
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Renal	Renal cysts / cystic kidney	HP:0000107
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Renal	Renal failure / ESRD / CKD	HP:0000083
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Renal	Renal hypoplasia / dysplasia	HP:0000110
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Renal	Renal tubular acidosis / Fanconi-like	HP:0001947
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0000556
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Rib abnormality (other)	HP:0000772
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0009826
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Short ribs / narrow thorax	HP:0000774
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Short stature / dwarfism	HP:0004322
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0002652
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Skull base / cranial vault abnormality	HP:0004492
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hematologic_Immune	Spleen abnormality (asplenia/polysplenia)	HP:0001743
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Hematologic_Immune	Splenomegaly	HP:0001744
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Skeletal	Syndactyly / webbed digits	HP:0001159
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Renal	Tubulointerstitial nephropathy	HP:0001970
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Reproductive	Uterine / vaginal abnormality	HP:0000130
Cranioectodermal Dysplasia (Sensenbrenner)	Primary Ciliopathies	Craniofacial	Webbed neck / short neck	HP:0000465
